TIC,Outbst,Flare,tpeak,e_tpeak,E_tpeak,Amp,e_Amp,E_Amp,FWHMdt,e_FWHMdt,E_FWHMdt,Ebol,e_Ebol,E_Ebol,MCME,e_MCME,E_MCME
231867117,6,1,2458363.525909,0.000167,0.000242,0.00703,0.00155,0.00233,0.00193,0.00071,0.00089,1.6e+32,2.7e+31,4.7e+31,2.8e+19,2.7e+19,3.5e+20
231867117,6,2,2458363.646175,0.000348,0.000353,0.00885,0.00060,0.00061,0.01084,0.00146,0.00170,1e+33,1.2e+32,2e+32,8.5e+19,8.2e+19,1.8e+21
231867117,7,1,2458366.725087,0.000813,0.000818,0.00702,0.00064,0.00069,0.02936,0.00373,0.00473,2.5e+33,3.8e+32,3.8e+32,1.6e+20,1.6e+20,3.2e+21
231867117,8,1,2458368.724781,0.000398,0.000372,0.01237,0.00348,0.00162,0.00744,0.00344,0.00219,1.1e+33,7.6e+32,3.5e+32,8.5e+19,8.1e+19,1.4e+21
231867117,8,2,2458368.730025,0.000429,0.000463,0.00995,0.00226,0.00320,0.00778,0.00448,0.01996,1.2e+33,8.6e+32,2e+33,1.1e+20,1e+20,1.5e+21
231867117,10,1,2458371.515525,0.000111,0.000097,0.03596,0.00625,0.00773,0.00060,0.00013,0.00016,3.2e+32,2.5e+31,3.7e+31,4.3e+19,4.1e+19,8.3e+20
231867117,11,1,2458373.229434,0.000139,0.000118,0.01382,0.00131,0.00169,0.00238,0.00053,0.00056,4.8e+32,7e+31,1e+32,5.7e+19,5.4e+19,1.1e+21
231867117,12,1,2458373.887174,0.000233,0.000388,0.01400,0.00238,0.00333,0.00261,0.00089,0.00065,5.5e+32,2.6e+32,9.3e+31,6.4e+19,5.8e+19,2.2e+21
231867117,12,2,2458373.884901,0.000289,0.000208,0.02858,0.00807,0.03739,0.00071,0.00051,0.00075,2.7e+32,8.7e+31,1.8e+32,2.1e+19,1.8e+19,4.1e+20
231867117,13,1,2458376.074314,0.000643,0.000624,0.01000,0.00142,0.00155,0.01612,0.00267,0.00273,1.7e+33,3.8e+32,5.4e+32,9.4e+19,8.9e+19,1.5e+21
231867117,13,2,2458376.067813,0.000326,0.000332,0.01480,0.00146,0.00154,0.00544,0.00150,0.00119,1.2e+33,3.6e+32,2.6e+32,1.1e+20,1.1e+20,2e+21
231867117,14,1,2458378.780999,0.000151,0.000149,0.01302,0.00108,0.00111,0.00384,0.00056,0.00064,7.4e+32,8.7e+31,1.1e+32,7.7e+19,7.4e+19,1.5e+21
231907973,1,1,2458326.377147,0.000255,0.000290,0.02546,0.00492,0.00395,0.00444,0.00071,0.00069,2.9e+33,4.6e+32,2.6e+32,1.6e+20,1.6e+20,2.2e+21
231907973,1,2,2458326.375252,0.000286,0.000187,0.07095,0.03223,0.03119,0.00033,0.00012,0.00057,6e+32,2.1e+32,4e+32,6e+19,5.8e+19,9.3e+20
231907973,2,1,2458326.642091,0.000343,0.000331,0.00791,0.00077,0.00079,0.00600,0.00089,0.00106,1.2e+33,1.7e+32,1.8e+32,1.2e+20,1.1e+20,2.5e+21
231907973,3,1,2458329.046384,0.000828,0.000775,0.00779,0.00059,0.00061,0.02234,0.00321,0.00398,3.9e+33,4.8e+32,7.1e+32,2.6e+20,2.3e+20,7.4e+21
231907973,4,1,2458331.024229,0.000053,0.000051,0.03657,0.00191,0.00212,0.00237,0.00025,0.00025,2e+33,1.2e+32,1.4e+32,1.6e+20,1.6e+20,3.8e+21
231907973,4,2,2458331.146831,0.000120,0.000141,0.01786,0.00134,0.00150,0.00380,0.00059,0.00066,1.8e+33,2.1e+32,1.9e+32,1.5e+20,1.4e+20,1.6e+21
231907973,5,1,2458335.538873,0.000306,0.000346,0.00975,0.00067,0.00071,0.00950,0.00152,0.00169,2.2e+33,3e+32,3.4e+32,1.5e+20,1.4e+20,1.9e+21
231907973,5,2,2458335.490022,0.000350,0.000451,0.00592,0.00086,0.00096,0.00613,0.00191,0.00255,7.7e+32,1.6e+32,2.3e+32,8.1e+19,7.9e+19,1.4e+21
231907973,6,1,2458339.765534,0.000653,0.000704,0.00635,0.00060,0.00062,0.01507,0.00296,0.00333,2.5e+33,3.8e+32,4.7e+32,1.8e+20,1.7e+20,6.3e+21
231907973,7,1,2458339.913210,0.000456,0.000460,0.01101,0.00077,0.00073,0.01267,0.00198,0.00234,4e+33,7.4e+32,7e+32,2.3e+20,2.2e+20,4.7e+21
231907973,8,1,2458340.544556,0.000963,0.001386,0.00654,0.00074,0.00076,0.02515,0.00382,0.00444,3.9e+33,6.4e+32,7.9e+32,2.4e+20,2.2e+20,6.8e+21
231907973,8,2,2458340.532737,0.000164,0.000173,0.01444,0.00146,0.00168,0.00339,0.00084,0.00096,1.2e+33,2.6e+32,3.6e+32,4.8e+19,4.1e+19,1.2e+21
231907973,9,1,2458343.241086,0.000073,0.000078,0.02345,0.00244,0.00420,0.00189,0.00058,0.00057,1.1e+33,2.8e+32,2.4e+32,9.8e+19,9.4e+19,1.4e+21
231907973,9,2,2458343.246034,0.000761,0.000668,0.00551,0.00108,0.00119,0.01174,0.00337,0.00358,1.7e+33,6.6e+32,4e+32,1.1e+20,1.1e+20,2.1e+21
231907973,10,1,2458343.914394,0.000368,0.000376,0.01623,0.00070,0.00071,0.02323,0.00175,0.00197,8.5e+33,5.4e+32,8.8e+32,4.3e+20,3.9e+20,1.3e+22
231907973,11,1,2458345.736074,0.000291,0.000337,0.00994,0.00077,0.00080,0.00708,0.00093,0.00109,1.8e+33,2.2e+32,2.2e+32,1.3e+20,1.2e+20,1.4e+21
231907973,12,1,2458346.789196,0.001534,0.001993,0.00600,0.00060,0.00070,0.02915,0.00502,0.00708,3.5e+33,6.9e+32,5.3e+32,2.2e+20,2e+20,7.9e+21
231907973,13,1,2458350.396726,0.000463,0.000380,0.02655,0.00343,0.00147,0.03719,0.00497,0.00292,2.2e+34,7.4e+33,2.7e+33,6.2e+20,6e+20,1e+22
231907973,13,2,2458350.384138,0.000313,0.000268,0.00778,0.00137,0.00202,0.00386,0.00130,0.00135,8e+32,2.6e+32,3.7e+32,9.8e+19,9.6e+19,2.3e+21
231907973,1,1,2458354.259628,0.000285,0.000323,0.00620,0.00076,0.00084,0.00578,0.00138,0.00186,9.8e+32,1.6e+32,3.2e+32,1.2e+20,1.1e+20,3.9e+21
231907973,2,1,2458358.995869,0.000328,0.000367,0.01665,0.00159,0.00160,0.01242,0.00166,0.00185,4.6e+33,6.5e+32,9.8e+32,2.6e+20,2.4e+20,6.7e+21
231907973,3,1,2458361.814428,0.000136,0.000129,0.01482,0.00108,0.00115,0.00334,0.00039,0.00044,1.2e+33,1.1e+32,1e+32,7.7e+19,7.3e+19,1.3e+21
231907973,4,1,2458365.749656,0.000545,0.000673,0.00600,0.00088,0.00096,0.00715,0.00204,0.00279,1.2e+33,2.7e+32,4.2e+32,9.1e+19,8.6e+19,1.8e+21
231907973,7,1,2458369.692893,0.000132,0.000149,0.01893,0.00126,0.00131,0.00407,0.00048,0.00051,2.1e+33,1.6e+32,2e+32,1.8e+20,1.7e+20,6.1e+21
231907973,8,1,2458371.228669,0.002113,0.001729,0.00458,0.00048,0.00049,0.03254,0.00641,0.00750,3.4e+33,5.4e+32,6.4e+32,1.9e+20,1.8e+20,3.5e+21
231907973,9,1,2458373.125763,0.000723,0.000705,0.00539,0.00071,0.00074,0.01154,0.00285,0.00370,1.4e+33,2.7e+32,3.6e+32,9.4e+19,9e+19,1.9e+21
231907973,10,1,2458373.972072,0.000164,0.000183,0.01421,0.00140,0.00160,0.00299,0.00056,0.00066,1.1e+33,1.6e+32,1.5e+32,9.4e+19,8.9e+19,1.2e+21
231907973,11,1,2458374.853722,0.000155,0.000163,0.04652,0.01050,0.00393,0.00698,0.00068,0.00064,8e+33,2.4e+33,1.1e+33,3.3e+20,3.1e+20,4.7e+21
231907973,11,2,2458374.857718,0.000147,0.000163,0.02434,0.00354,0.01069,0.00588,0.00192,0.00759,3.3e+33,1.5e+33,7.6e+33,2.3e+20,2.2e+20,3.8e+21
231907973,12,1,2458375.245296,0.000341,0.000372,0.00792,0.00084,0.00087,0.00732,0.00141,0.00169,1.7e+33,3.3e+32,4.1e+32,1.1e+20,1.1e+20,2.3e+21
231907973,13,1,2458375.881024,0.000349,0.000374,0.00944,0.00091,0.00094,0.00876,0.00166,0.00187,2.4e+33,3.9e+32,3.8e+32,1.4e+20,1.3e+20,3.2e+21
231907973,14,1,2458378.451446,0.000456,0.000458,0.00652,0.00118,0.00128,0.00513,0.00139,0.00193,8.1e+32,1.5e+32,2.6e+32,6.9e+19,6.6e+19,1.7e+21
231907973,14,2,2458378.482408,0.000200,0.000196,0.01154,0.00102,0.00110,0.00447,0.00068,0.00080,1.5e+33,1.7e+32,1.8e+32,1.2e+20,1.1e+20,2.7e+21
231910539,1,1,2458328.198415,0.001629,0.040116,0.02715,0.01357,0.00482,0.03007,0.01130,0.02207,2.1e+33,1.1e+33,7.5e+32,1.5e+20,1.4e+20,4.3e+21
231910539,1,2,2458328.238662,0.008788,0.001357,0.02942,0.01571,0.00574,0.06150,0.03524,0.01524,2.8e+33,2.2e+33,1.4e+33,7.2e+19,6.7e+19,1.7e+21
231910539,2,1,2458329.249452,0.000123,0.000141,0.04252,0.00970,0.01881,0.00202,0.00096,0.00154,2.2e+32,5.6e+31,8.1e+31,3.5e+19,3.3e+19,3.8e+20
231910539,3,1,2458332.897882,0.000247,0.000214,0.03204,0.00438,0.00523,0.00334,0.00082,0.00094,3.4e+32,7.2e+31,6.8e+31,4.5e+19,4.2e+19,8.3e+20
231910539,4,1,2458333.707647,0.000135,0.000129,0.04381,0.00740,0.01139,0.00187,0.00059,0.00067,2.4e+32,4.3e+31,5.5e+31,4.1e+19,3.7e+19,3.8e+20
231910539,5,1,2458334.608268,0.000313,0.000339,0.14001,0.00814,0.00949,0.00306,0.00122,0.00096,1.1e+33,3.3e+32,5.1e+32,1.2e+20,1.1e+20,2.2e+21
231910539,5,2,2458334.611520,0.000415,0.000309,0.06827,0.01351,0.01813,0.00453,0.00135,0.00109,8.9e+32,4.9e+32,3.4e+32,8.2e+19,8e+19,2.7e+21
231910539,6,1,2458335.583419,0.000088,0.000087,0.11144,0.00568,0.00614,0.00219,0.00025,0.00026,6.9e+32,5.8e+31,7.1e+31,8.4e+19,7.6e+19,2.3e+21
231910539,7,1,2458335.900470,0.000559,0.000933,0.02052,0.00525,0.00622,0.00557,0.00294,0.03009,2.8e+32,9.8e+31,1.9e+33,9.6e+19,9e+19,1.5e+21
231910539,8,1,2458336.108803,0.000305,0.000318,0.03888,0.00276,0.00279,0.00961,0.00139,0.00156,1e+33,1.2e+32,1.9e+32,1.1e+20,1e+20,3.3e+21
231910539,9,1,2458336.583507,0.000151,0.000152,0.05348,0.00505,0.00573,0.00207,0.00039,0.00043,2.8e+32,2.8e+31,5.5e+31,4.6e+19,4.2e+19,1.1e+21
231910539,10,1,2458336.749855,0.000125,0.000141,0.08718,0.00581,0.00551,0.00431,0.00059,0.00066,9.8e+32,1.2e+32,1.5e+32,8.8e+19,8.3e+19,1.3e+21
231910539,10,2,2458336.745290,0.000700,0.000816,0.03661,0.00462,0.00474,0.01523,0.00482,0.00388,1.4e+33,5.2e+32,4.3e+32,1e+20,1e+20,2.2e+21
231910539,11,1,2458337.960054,0.000118,0.000121,0.06892,0.00387,0.00397,0.00452,0.00058,0.00064,9.5e+32,1e+32,1.5e+32,8e+19,7.7e+19,1.2e+21
231910539,11,2,2458337.953314,0.000180,0.000144,0.04597,0.00665,0.01328,0.00239,0.00098,0.00110,2.5e+32,6.6e+31,8.9e+31,4.1e+19,4e+19,6.5e+20
231910539,12,1,2458340.536425,0.000722,0.000548,0.01936,0.00671,0.01518,0.00355,0.00212,0.00449,1.8e+32,6.7e+31,9.1e+31,3.4e+19,3.2e+19,4.4e+20
231910539,13,1,2458340.795228,0.000428,0.000576,0.02427,0.00432,0.00589,0.00576,0.00205,0.00310,4.2e+32,1.1e+32,1.4e+32,7.1e+19,6.6e+19,2.1e+21
231910539,14,1,2458342.517469,0.000975,0.000864,0.02589,0.00325,0.00391,0.01047,0.00369,0.00457,7.8e+32,2e+32,2.8e+32,9.3e+19,9e+19,1.8e+21
231910539,15,1,2458342.900871,0.000324,0.000314,0.04032,0.00246,0.00249,0.01019,0.00127,0.00144,1e+33,1.2e+32,1.5e+32,9.2e+19,8.8e+19,1.1e+21
231910539,17,1,2458343.701803,0.000034,0.000031,0.30224,0.00825,0.00804,0.00147,0.00005,0.00008,1.4e+33,4.2e+31,6.6e+31,1.1e+20,1.1e+20,2.9e+21
231910539,18,1,2458344.026415,0.000129,0.000136,0.07756,0.00375,0.00387,0.00495,0.00052,0.00058,1.1e+33,1.2e+32,1e+32,9.6e+19,9.2e+19,1.4e+21
231910539,19,1,2458346.239920,0.000056,0.000058,0.09635,0.00935,0.00943,0.00178,0.00023,0.00032,5.1e+32,4.5e+31,3.9e+31,7.6e+19,7.1e+19,2.4e+21
231910539,20,1,2458346.546987,0.000192,0.000382,0.03971,0.01061,0.01052,0.00227,0.00054,0.00078,2.3e+32,7.6e+31,9e+31,4.1e+19,3.7e+19,8.5e+20
231910539,20,2,2458346.544722,0.000203,0.000214,0.09678,0.00623,0.00653,0.00190,0.00032,0.00040,5.7e+32,9.5e+31,1.2e+32,2.9e+19,2.4e+19,7e+20
231910539,20,3,2458346.524288,0.000466,0.000486,0.01800,0.00261,0.00292,0.00728,0.00199,0.00238,3.2e+32,6.8e+31,1.1e+32,2.1e+19,2e+19,4.3e+20
231910539,21,1,2458347.166464,0.000081,0.000088,0.08324,0.00372,0.00378,0.00452,0.00042,0.00044,1e+33,7.5e+31,6.7e+31,9.2e+19,8.8e+19,1.8e+21
231910539,21,2,2458347.240566,0.000653,0.000695,0.01894,0.00205,0.00218,0.01749,0.00380,0.00466,9.6e+32,1.8e+32,2.9e+32,9.8e+19,9.6e+19,1.8e+21
231910539,22,1,2458351.035555,0.000295,0.000509,0.02168,0.00532,0.00636,0.00366,0.00157,0.00372,2.5e+32,8.5e+31,1.3e+32,4.1e+19,3.8e+19,7.5e+20
231910539,23,1,2458353.028996,0.000818,0.000922,0.04689,0.00591,0.00669,0.04647,0.00741,0.00725,4.6e+33,1.1e+33,1.4e+33,3e+20,2.8e+20,1e+22
231910539,23,2,2458353.013189,0.000182,0.000151,0.03774,0.00539,0.00608,0.00247,0.00062,0.00083,2.7e+32,5e+31,7.9e+31,2e+19,1.7e+19,3.6e+20
231910539,1,1,2458356.189602,0.000166,0.000153,0.04213,0.00478,0.00601,0.00359,0.00092,0.00108,3.9e+32,6.9e+31,8e+31,4.8e+19,4.5e+19,5.7e+20
231910539,2,1,2458356.978584,0.000119,0.000101,0.05328,0.00931,0.01615,0.00175,0.00064,0.00073,2.7e+32,5.3e+31,5.6e+31,5.4e+19,5e+19,1.3e+21
231910539,2,2,2458356.964125,0.000316,0.000297,0.03659,0.00831,0.01416,0.00279,0.00122,0.00155,3.2e+32,8.4e+31,1.1e+32,2.2e+19,1.9e+19,4.6e+20
231914259,1,1,2458355.106773,0.000458,0.000485,0.00871,0.00072,0.00074,0.01230,0.00184,0.00222,,,,,,
231910539,3,1,2458357.886375,0.000397,0.000414,0.03266,0.00259,0.00254,0.01105,0.00150,0.00181,1.1e+33,1.4e+32,1.6e+32,1.2e+20,1.1e+20,3.9e+21
231910539,4,1,2458361.910063,0.000095,0.000088,0.10581,0.00939,0.01525,0.00139,0.00028,0.00026,4.3e+32,3.1e+31,5.5e+31,7.4e+19,6.9e+19,2.1e+21
231910539,5,1,2458363.594883,0.000423,0.000467,0.03312,0.00361,0.00359,0.00828,0.00195,0.00248,7.5e+32,1.4e+32,3e+32,1.1e+20,9.8e+19,2.7e+21
231910539,6,1,2458364.902464,0.000246,0.000315,0.06329,0.00775,0.00750,0.00531,0.00112,0.00133,7.9e+32,1.7e+32,2.5e+32,1.5e+20,1.4e+20,2.3e+21
231910539,7,1,2458369.401678,0.000035,0.000034,0.25662,0.00520,0.00525,0.00301,0.00014,0.00013,2e+33,7.3e+31,6.5e+31,1.6e+20,1.5e+20,3.6e+21
231910539,7,2,2458369.422191,0.000536,0.000554,0.06663,0.00181,0.00192,0.05495,0.00266,0.00278,7.1e+33,3.4e+32,2.4e+32,3.3e+20,3.2e+20,4e+21
231910539,7,3,2458369.488729,0.002240,0.001972,0.01887,0.00147,0.00132,0.07258,0.00987,0.00686,2.5e+33,2.7e+32,2.5e+32,1.8e+20,1.7e+20,2.6e+21
231910539,8,1,2458372.301933,0.000065,0.000076,0.14112,0.01186,0.02136,0.00185,0.00063,0.00047,7e+32,1.4e+32,1.7e+32,6.8e+19,6.4e+19,1.6e+21
231910539,8,2,2458372.305259,0.000228,0.000269,0.05812,0.00674,0.00767,0.00544,0.00102,0.00121,8.2e+32,1.8e+32,2.9e+32,8.1e+19,7.9e+19,2e+21
231910539,9,1,2458372.583690,0.000092,0.000087,0.07482,0.00654,0.00788,0.00211,0.00035,0.00036,4.9e+32,4.5e+31,5.5e+31,6.2e+19,5.8e+19,1.4e+21
231910539,11,1,2458375.266347,0.000691,0.000816,0.01915,0.00311,0.00369,0.00901,0.00320,0.00418,5e+32,1.7e+32,1.3e+32,7.1e+19,6.5e+19,2e+21
231910539,12,1,2458376.448070,0.000349,0.000414,0.02836,0.00353,0.00364,0.00714,0.00184,0.00260,6.3e+32,1.5e+32,1.7e+32,8.9e+19,8.2e+19,2.6e+21
231910539,13,1,2458376.786769,0.000367,0.000523,0.01862,0.00323,0.00388,0.00533,0.00191,0.00267,3e+32,7e+31,8.9e+31,5e+19,4.6e+19,1.5e+21
231910539,15,1,2458381.250898,0.000355,0.000397,0.03538,0.00300,0.00305,0.00922,0.00140,0.00156,8.9e+32,1.1e+32,1.1e+32,1.5e+20,1.3e+20,3e+21
231910796,1,1,2458378.977084,0.000400,0.000391,0.02613,0.00546,0.00756,0.00388,0.00132,0.00150,6.3e+32,1.4e+32,1.5e+32,5.4e+19,5.2e+19,8.5e+20
231914259,1,1,2458325.461919,0.000439,0.000433,0.02066,0.00214,0.00257,0.01564,0.00256,0.00277,,,,,,
231914259,1,2,2458325.454661,0.000064,0.000074,0.03159,0.00412,0.01028,0.00175,0.00076,0.00074,,,,,,
231914259,2,1,2458326.115243,0.000181,0.000185,0.01986,0.00170,0.00172,0.00357,0.00054,0.00061,,,,,,
231914259,3,1,2458326.306218,0.000094,0.000113,0.02505,0.00322,0.00412,0.00228,0.00064,0.00074,,,,,,
231914259,3,2,2458326.312813,0.002834,0.001692,0.00917,0.00206,0.00235,0.03416,0.00894,0.01229,,,,,,
231914259,4,1,2458327.260275,0.000127,0.000125,0.01885,0.00136,0.00150,0.00363,0.00054,0.00060,,,,,,
231914259,5,1,2458327.429029,0.000180,0.000180,0.02073,0.00159,0.00172,0.00467,0.00067,0.00075,,,,,,
231914259,6,1,2458327.608084,0.000411,0.000535,0.01089,0.00128,0.00132,0.00727,0.00194,0.00237,,,,,,
231914259,7,1,2458330.355655,0.000182,0.000126,0.05653,0.00147,0.00157,0.00436,0.00035,0.00041,,,,,,
231914259,8,1,2458330.880335,0.000851,0.000807,0.00771,0.00081,0.00085,0.01399,0.00261,0.00323,,,,,,
231914259,9,1,2458331.542130,0.000512,0.000519,0.01190,0.00119,0.00116,0.01419,0.00286,0.00373,,,,,,
231914259,10,1,2458333.124128,0.000149,0.000124,0.01574,0.00269,0.00473,0.00192,0.00068,0.00068,,,,,,
231914259,10,2,2458333.083483,0.000063,0.000061,0.04388,0.00180,0.00179,0.00241,0.00018,0.00017,,,,,,
231914259,11,1,2458334.050819,0.000127,0.000148,0.01710,0.00171,0.00201,0.00313,0.00060,0.00067,,,,,,
231914259,11,2,2458333.975448,0.000563,0.000573,0.01072,0.00097,0.00097,0.01119,0.00193,0.00237,,,,,,
231914259,12,1,2458335.361674,0.000101,0.000093,0.02330,0.00369,0.01361,0.00144,0.00084,0.00086,,,,,,
231914259,12,2,2458335.365698,0.001013,0.001030,0.00850,0.00235,0.00266,0.01462,0.00512,0.00873,,,,,,
231914259,13,1,2458336.457119,0.000384,0.000420,0.01223,0.00097,0.00097,0.01213,0.00186,0.00220,,,,,,
231914259,13,2,2458336.556012,0.000282,0.000262,0.01005,0.00173,0.00210,0.00316,0.00105,0.00139,,,,,,
231914259,14,1,2458337.920035,0.001052,0.001073,0.00636,0.00089,0.00095,0.01255,0.00398,0.00601,,,,,,
231914259,15,1,2458338.146785,0.000196,0.000261,0.01007,0.00137,0.00156,0.00338,0.00084,0.00105,,,,,,
231914259,17,1,2458340.799561,0.000011,0.000014,0.40580,0.02018,0.02198,0.00088,0.00010,0.00011,,,,,,
231914259,17,2,2458340.802008,0.000048,0.000047,0.16912,0.00588,0.00601,0.00505,0.00043,0.00039,,,,,,
231914259,18,1,2458341.410327,0.000369,0.000430,0.00833,0.00129,0.00143,0.00526,0.00147,0.00226,,,,,,
231914259,19,1,2458341.606125,0.000056,0.000054,0.05305,0.00210,0.00215,0.00283,0.00025,0.00025,,,,,,
231914259,19,2,2458341.613039,0.000585,0.000582,0.01365,0.00211,0.00236,0.01408,0.00320,0.00381,,,,,,
231914259,20,1,2458342.176428,0.000517,0.000579,0.02760,0.00392,0.00344,0.00829,0.00161,0.00191,,,,,,
231914259,20,2,2458342.172687,0.000081,0.000089,0.11127,0.03159,0.06173,0.00049,0.00023,0.00034,,,,,,
231914259,21,1,2458343.216340,0.000074,0.000084,0.03074,0.00317,0.00450,0.00213,0.00053,0.00061,,,,,,
231914259,22,1,2458345.429723,0.000595,0.000402,0.02988,0.00258,0.00299,0.01175,0.00128,0.00106,,,,,,
231914259,22,2,2458345.425671,0.000193,0.000143,0.03144,0.00334,0.00292,0.00370,0.00052,0.00050,,,,,,
231914259,23,1,2458345.681419,0.000246,0.000278,0.01114,0.00170,0.00215,0.00434,0.00204,0.00269,,,,,,
231914259,23,2,2458345.673121,0.001148,0.003137,0.00793,0.00130,0.00155,0.00986,0.00374,0.02272,,,,,,
231914259,24,1,2458345.979949,0.000052,0.000041,0.04553,0.01116,0.01353,0.00057,0.00018,0.00029,,,,,,
231914259,24,2,2458345.893561,0.000745,0.000765,0.02323,0.00695,0.00570,0.04829,0.01860,0.01797,,,,,,
231914259,24,3,2458345.928103,0.000217,0.000219,0.01583,0.00111,0.00108,0.00567,0.00080,0.00090,,,,,,
231914259,24,4,2458345.988257,0.000233,0.000381,0.00901,0.00181,0.00214,0.00265,0.00104,0.00378,,,,,,
231914259,25,1,2458346.181863,0.000056,0.000056,0.30886,0.00378,0.00384,0.00929,0.00023,0.00024,,,,,,
231914259,25,2,2458346.195364,0.000221,0.000234,0.06281,0.00360,0.00348,0.00950,0.00129,0.00152,,,,,,
231914259,27,1,2458347.618949,0.000086,0.000089,0.03432,0.00221,0.00229,0.00322,0.00046,0.00051,,,,,,
231914259,28,1,2458348.160189,0.000126,0.000108,0.05263,0.00669,0.00707,0.00469,0.00107,0.00109,,,,,,
231914259,29,1,2458350.148010,0.000351,0.000378,0.00793,0.00094,0.00098,0.00695,0.00157,0.00190,,,,,,
231914259,30,1,2458351.103400,0.000180,0.000190,0.01367,0.00193,0.00318,0.00276,0.00122,0.00137,,,,,,
231914259,30,2,2458351.113524,0.002234,0.001895,0.00689,0.00115,0.00126,0.02216,0.00467,0.00594,,,,,,
231914259,31,1,2458351.241252,0.000366,0.000515,0.00975,0.00110,0.00116,0.00702,0.00134,0.00172,,,,,,
231914259,32,1,2458351.627749,0.000356,0.000424,0.00852,0.00114,0.00123,0.00580,0.00138,0.00166,,,,,,
231914259,2,1,2458355.820677,0.000277,0.000364,0.01020,0.00139,0.00152,0.00411,0.00090,0.00120,,,,,,
231914259,3,1,2458356.259076,0.000229,0.000217,0.01083,0.00157,0.00192,0.00363,0.00116,0.00141,,,,,,
231914259,5,1,2458358.747314,0.000069,0.000070,0.13878,0.00393,0.00314,0.00792,0.00024,0.00023,,,,,,
231914259,5,2,2458358.754136,0.000338,0.000357,0.02833,0.00251,0.00310,0.01314,0.00173,0.00253,,,,,,
231914259,6,1,2458359.395199,0.000030,0.000029,0.07979,0.00195,0.00198,0.00299,0.00015,0.00015,,,,,,
231914259,6,2,2458359.419360,0.000636,0.000652,0.00816,0.00103,0.00109,0.01053,0.00234,0.00269,,,,,,
231914259,7,1,2458359.730156,0.000740,0.001494,0.00813,0.00120,0.00147,0.00897,0.00279,0.00418,,,,,,
231914259,8,1,2458362.558599,0.000200,0.000197,0.02449,0.00230,0.00297,0.00505,0.00152,0.00134,,,,,,
231914259,8,2,2458362.636758,0.000104,0.000101,0.02445,0.00123,0.00131,0.00445,0.00045,0.00050,,,,,,
231914259,8,3,2458362.568570,0.001037,0.001078,0.00930,0.00145,0.00178,0.02214,0.00554,0.00579,,,,,,
231914259,9,1,2458362.771724,0.000189,0.000189,0.02406,0.00110,0.00110,0.00945,0.00076,0.00084,,,,,,
231914259,9,2,2458362.837603,0.000043,0.000044,0.06564,0.00192,0.00196,0.00219,0.00012,0.00013,,,,,,
231914259,10,1,2458363.201539,0.000460,0.000532,0.00677,0.00105,0.00116,0.00648,0.00168,0.00244,,,,,,
231914259,12,1,2458366.512053,0.000354,0.000488,0.00970,0.00125,0.00130,0.00554,0.00125,0.00161,,,,,,
231914259,13,1,2458368.864697,0.000408,0.000581,0.00850,0.00092,0.00095,0.00840,0.00193,0.00281,,,,,,
231914259,14,1,2458369.850590,0.000025,0.000025,0.07873,0.00306,0.00352,0.00201,0.00018,0.00017,,,,,,
231914259,14,2,2458369.861896,0.001917,0.001509,0.00717,0.00114,0.00110,0.02666,0.00648,0.00858,,,,,,
231914259,15,1,2458370.615661,0.000020,0.000019,0.22964,0.00306,0.00319,0.00267,0.00009,0.00009,,,,,,
231914259,15,2,2458370.619417,0.000231,0.000242,0.05019,0.00425,0.00406,0.01064,0.00107,0.00097,,,,,,
231914259,15,3,2458370.628321,0.000554,0.000524,0.02519,0.00327,0.00375,0.02573,0.00387,0.00377,,,,,,
231914259,16,1,2458371.958918,0.000145,0.000157,0.01553,0.00260,0.00345,0.00216,0.00068,0.00076,,,,,,
231914259,17,1,2458372.754184,0.000554,0.000630,0.00795,0.00096,0.00101,0.01076,0.00444,0.00473,,,,,,
231914259,18,1,2458372.940390,0.001707,0.001631,0.00762,0.00126,0.00150,0.03692,0.00960,0.01383,,,,,,
231914259,19,1,2458373.353344,0.000221,0.000291,0.00992,0.00172,0.00216,0.00315,0.00108,0.00140,,,,,,
231914259,21,1,2458376.168920,0.001123,0.000758,0.01142,0.00127,0.00129,0.01024,0.00320,0.00260,,,,,,
231914259,21,2,2458376.148559,0.000583,0.000536,0.01115,0.00369,0.01776,0.01071,0.00873,0.05258,,,,,,
231914259,22,1,2458376.437424,0.000448,0.000423,0.01832,0.00348,0.00335,0.00923,0.00152,0.00157,,,,,,
231914259,22,2,2458376.434928,0.000074,0.000052,0.07106,0.00937,0.01354,0.00108,0.00027,0.00044,,,,,,
231914259,22,3,2458376.329623,0.000465,0.000499,0.00651,0.00130,0.00133,0.00537,0.00155,0.00264,,,,,,
231914259,23,1,2458380.761513,0.000209,0.000206,0.01347,0.00116,0.00123,0.00519,0.00079,0.00092,,,,,,
231914259,24,1,2458381.108923,0.000135,0.000217,0.02551,0.00192,0.00205,0.00380,0.00067,0.00089,,,,,,
231914259,25,1,2458381.495901,0.000301,0.000312,0.01977,0.00135,0.00141,0.00892,0.00100,0.00109,,,,,,
232062375,1,1,2458325.993068,0.000060,0.000064,0.02953,0.00169,0.00179,0.00289,0.00038,0.00040,,,,,,
232062375,2,1,2458326.456196,0.000095,0.000102,0.04599,0.00439,0.00686,0.00101,0.00023,0.00023,,,,,,
