TIC,Outbst,Flare,tpeak,e_tpeak,E_tpeak,Amp,e_Amp,E_Amp,FWHMdt,e_FWHMdt,E_FWHMdt,Ebol,e_Ebol,E_Ebol,MCME,e_MCME,E_MCME
149248196,15,1,2458351.931643,0.000203,0.000233,0.00933,0.00126,0.00129,0.00952,0.00176,0.00153,1e+34,2.5e+33,3.3e+33,3.7e+20,3.5e+20,4.4e+21
149248196,15,2,2458351.928075,0.000039,0.000038,0.02628,0.00094,0.00110,0.00186,0.00026,0.00022,4.8e+33,6e+32,5.9e+32,9.9e+19,8.7e+19,1.8e+21
149248196,1,1,2458359.464468,0.000046,0.000052,0.00695,0.00106,0.00220,0.00132,0.00051,0.00055,1.1e+33,2.2e+32,3.1e+32,9.5e+19,9e+19,1.7e+21
149248196,2,1,2458366.924042,0.000230,0.000224,0.00237,0.00031,0.00031,0.00411,0.00099,0.00129,9.6e+32,3.2e+32,3.7e+32,6.4e+19,6e+19,1.3e+21
149248196,2,2,2458366.883808,0.000048,0.000047,0.00834,0.00035,0.00041,0.00222,0.00027,0.00026,2.1e+33,2.3e+32,1.9e+32,1.5e+20,1.5e+20,3.2e+21
149248196,3,1,2458369.080804,0.000147,0.000150,0.00527,0.00042,0.00043,0.00372,0.00076,0.00102,1.8e+33,4e+32,5.6e+32,1.6e+20,1.4e+20,4.9e+21
149248196,3,2,2458369.169885,0.000036,0.000035,0.01589,0.00093,0.00131,0.00158,0.00025,0.00024,2.7e+33,2.8e+32,2.4e+32,8.3e+19,6.8e+19,1.7e+21
149248196,4,1,2458370.890861,0.000038,0.000038,0.02726,0.00189,0.00253,0.00153,0.00026,0.00026,5.1e+33,5.2e+32,6.2e+32,2.4e+20,2.3e+20,5.2e+21
149248196,4,2,2458370.893809,0.000166,0.000158,0.01348,0.00100,0.00105,0.00756,0.00075,0.00078,1.1e+34,1.5e+33,1.5e+33,4e+20,3.9e+20,1.5e+22
149248196,5,1,2458371.253424,0.000102,0.000100,0.00812,0.00040,0.00040,0.00618,0.00047,0.00050,5.7e+33,7e+32,5.9e+32,3.6e+20,3.3e+20,1.2e+22
149248196,5,2,2458371.331187,0.000665,0.000629,0.00399,0.00107,0.00215,0.02168,0.00534,0.01704,8.7e+33,3.2e+33,1.3e+34,2.2e+20,2e+20,3.9e+21
149248196,6,1,2458373.195120,0.000375,0.000360,0.00896,0.00296,0.00684,0.02833,0.01047,0.02590,2.6e+34,1.6e+34,4.6e+34,5.9e+20,5.5e+20,9.6e+21
149248196,7,1,2458375.000688,0.000189,0.000174,0.00446,0.00044,0.00046,0.00661,0.00093,0.00112,2.6e+33,4.2e+32,8.1e+32,1.9e+20,1.8e+20,3.3e+21
149248196,8,1,2458375.363424,0.000070,0.000086,0.02213,0.00161,0.00268,0.00188,0.00049,0.00049,4.1e+33,7.7e+32,8.4e+32,2.3e+20,2.1e+20,9.6e+21
149248196,8,2,2458375.366314,0.000271,0.000424,0.00714,0.00124,0.00128,0.00686,0.00128,0.00145,4.2e+33,9.8e+32,1.4e+33,1.1e+20,9.2e+19,2.2e+21
149248196,9,1,2458376.290799,0.000559,0.000552,0.01050,0.00433,0.00434,0.05816,0.02275,0.01594,4.8e+34,2.7e+34,2.7e+34,1.2e+21,1.1e+21,5.4e+22
149248196,9,2,2458376.402742,0.000264,0.000265,0.00367,0.00040,0.00041,0.00527,0.00128,0.00135,2.1e+33,5.9e+32,7.8e+32,7.4e+19,6.4e+19,1.3e+21
149347480,1,1,2458327.706447,0.000313,0.000344,0.00302,0.00046,0.00050,0.00409,0.00103,0.00137,5.6e+33,1.1e+33,1.6e+33,3.7e+20,3.5e+20,1.1e+22
149347480,2,1,2458343.751579,0.000553,0.000586,0.00372,0.00031,0.00037,0.02036,0.00260,0.00340,2.5e+34,4.1e+33,6.5e+33,5.8e+20,5.5e+20,1.1e+22
149347480,3,1,2458349.777547,0.000347,0.000382,0.00386,0.00025,0.00026,0.00949,0.00124,0.00143,1.5e+34,1.5e+33,1.8e+33,3.7e+20,3.2e+20,1e+22
149347480,1,1,2458362.729878,0.000242,0.000251,0.00290,0.00031,0.00033,0.00488,0.00078,0.00096,6.5e+33,8.3e+32,9.6e+32,2.8e+20,2.7e+20,4.4e+21
149347480,2,1,2458377.956129,0.001044,0.001570,0.00194,0.00030,0.00033,0.01294,0.00360,0.00592,9.4e+33,2.2e+33,3.2e+33,5.4e+20,4.9e+20,1.3e+22
149347629,1,1,2458329.738764,0.000122,0.000104,0.10988,0.01493,0.02106,0.00182,0.00044,0.00045,7.6e+32,9.4e+31,1.3e+32,9.9e+19,9.2e+19,3.2e+21
149347629,2,1,2458331.752876,0.000431,0.000514,0.04437,0.00686,0.00717,0.00577,0.00142,0.00186,8.7e+32,1.8e+32,2.6e+32,8.2e+19,7.5e+19,9.3e+20
149347629,3,1,2458336.319392,0.000041,0.000041,0.28181,0.00987,0.01058,0.00234,0.00017,0.00017,2.1e+33,1.1e+32,8.8e+31,2.5e+20,2.4e+20,4.2e+21
149347629,4,1,2458340.773147,0.000198,0.000208,0.09785,0.01351,0.01561,0.00207,0.00050,0.00058,7.9e+32,1.3e+32,1.7e+32,8.3e+19,7.8e+19,9.1e+20
149347629,6,1,2458346.902382,0.000031,0.000032,0.51120,0.01351,0.01401,0.00147,0.00008,0.00008,3e+33,7.9e+31,9.7e+31,1.8e+20,1.7e+20,5e+21
149347629,7,1,2458351.106600,0.000535,0.000613,0.03461,0.00358,0.00374,0.00974,0.00177,0.00220,1.2e+33,1.6e+32,2e+32,1e+20,9.6e+19,1.1e+21
149347629,1,1,2458356.805965,0.000374,0.000380,0.09758,0.00706,0.00641,0.01339,0.00142,0.00140,4.7e+33,6.5e+32,6.1e+32,2.4e+20,2.3e+20,3.6e+21
149347629,2,1,2458359.673848,0.000199,0.000162,0.06233,0.01009,0.01672,0.00219,0.00086,0.00088,5.2e+32,1.2e+32,1.2e+32,7.5e+19,7e+19,2.2e+21
149347629,3,1,2458361.128028,0.000147,0.000133,0.15621,0.00679,0.00625,0.00566,0.00051,0.00052,3.1e+33,3.5e+32,2.5e+32,1.8e+20,1.7e+20,2.4e+21
149347629,3,2,2458361.132932,0.000286,0.000329,0.05245,0.00791,0.00788,0.00458,0.00136,0.00167,7.1e+32,1.9e+32,2.3e+32,6.9e+19,6.6e+19,1.2e+21
149347629,4,1,2458378.985488,0.000104,0.000113,0.06764,0.00915,0.01148,0.00206,0.00046,0.00053,4.7e+32,5.3e+31,7.3e+31,4.8e+19,4.6e+19,7.5e+20
149423103,1,1,2458365.086329,0.000034,0.000032,0.26749,0.02243,0.02512,0.00105,0.00013,0.00015,2.1e+32,9.5e+30,1.6e+31,3.2e+19,3e+19,4.3e+20
149445580,2,1,2458349.347694,0.000622,0.001379,0.01468,0.00191,0.00214,0.01167,0.00450,0.00975,9e+33,3.3e+33,4.5e+33,3.5e+20,3.4e+20,7.4e+21
149445580,1,1,2458371.821131,0.000093,0.000096,0.07440,0.01837,0.04713,0.00081,0.00040,0.00051,2.7e+33,5.3e+32,8.4e+32,1.9e+20,1.8e+20,1.9e+21
149445580,1,2,2458371.825580,0.000549,0.000590,0.01498,0.00305,0.00369,0.01013,0.00223,0.00304,6.7e+33,1.7e+33,2.1e+33,1.3e+20,1.2e+20,2.2e+21
149603524,1,1,2458334.357938,0.000116,0.000123,0.01674,0.00119,0.00126,0.00281,0.00032,0.00035,2.7e+34,2.2e+33,2.1e+33,7.1e+20,6.8e+20,1.6e+22
149838027,1,1,2458357.235177,0.000092,0.000094,0.10294,0.00360,0.00373,0.00644,0.00041,0.00045,1.4e+33,9.3e+31,8.6e+31,1.1e+20,1e+20,1.5e+21
149838027,2,1,2458358.666627,0.000181,0.000197,0.44395,0.02098,0.02830,0.01453,0.00126,0.00136,1.4e+34,1.7e+33,1.5e+33,4.8e+20,4.6e+20,6.7e+21
149838027,2,2,2458358.658177,0.000031,0.000031,1.23837,0.02122,0.02036,0.00478,0.00012,0.00012,1.2e+34,4.5e+32,3.7e+32,4.2e+20,4.1e+20,9.7e+21
149838027,2,3,2458358.682626,0.000265,0.000268,0.40424,0.02114,0.01648,0.03128,0.00313,0.00217,2.2e+34,2.3e+33,2e+33,6.8e+20,6.5e+20,1.6e+22
149838027,4,1,2458363.992296,0.000123,0.000134,0.06883,0.00698,0.00810,0.00206,0.00037,0.00042,3.3e+32,4.7e+31,4.7e+31,5.2e+19,4.7e+19,1.3e+21
149838027,5,1,2458364.449435,0.000142,0.000149,0.08123,0.00489,0.00493,0.00406,0.00051,0.00057,8e+32,1e+32,1.4e+32,9.3e+19,9e+19,1.8e+21
149838027,6,1,2458373.132985,0.000421,0.000403,0.04004,0.00407,0.00435,0.00625,0.00124,0.00147,6.4e+32,9.7e+31,1.3e+32,5.6e+19,5.3e+19,9.5e+20
149913598,1,1,2458326.505027,0.000164,0.000187,0.07288,0.00617,0.00636,0.00467,0.00081,0.00090,,,,,,
149913598,2,1,2458329.658587,0.000265,0.000245,0.16166,0.01177,0.01852,0.00350,0.00099,0.00103,,,,,,
149913598,3,1,2458329.980156,0.000412,0.000511,0.03046,0.00431,0.00489,0.00706,0.00217,0.00333,,,,,,
149913598,4,1,2458332.528180,0.000515,0.000592,0.02406,0.00274,0.00294,0.00888,0.00162,0.00219,,,,,,
149913598,6,1,2458338.089092,0.000101,0.000099,0.07505,0.00584,0.00633,0.00273,0.00035,0.00038,,,,,,
149913598,7,2,2458342.924168,0.000507,0.000592,0.04674,0.00661,0.00693,0.01105,0.00169,0.00183,,,,,,
149913598,8,1,2458346.312564,0.000067,0.000061,0.14307,0.01299,0.01792,0.00149,0.00024,0.00023,,,,,,
149913598,9,1,2458347.588111,0.000155,0.000202,0.05358,0.00734,0.00861,0.00333,0.00076,0.00091,,,,,,
149913598,10,1,2458350.923377,0.000076,0.000074,0.16954,0.00485,0.00490,0.00431,0.00029,0.00029,,,,,,
149988104,1,1,2458366.195926,0.000335,0.000483,0.01559,0.00355,0.00553,0.00331,0.00115,0.00145,9.4e+31,2.1e+31,1.8e+31,2.4e+19,2.1e+19,5.8e+20
150100421,1,1,2458325.707883,0.000390,0.000397,0.02097,0.00208,0.00234,0.01078,0.00219,0.00258,,,,,,
150100421,2,1,2458327.435735,0.000191,0.000178,0.04575,0.00365,0.00384,0.00379,0.00043,0.00049,,,,,,
150100421,3,1,2458335.647659,0.000021,0.000021,0.64348,0.00782,0.00726,0.00516,0.00010,0.00011,,,,,,
150100421,3,2,2458335.662126,0.000689,0.000751,0.05669,0.00981,0.00893,0.03180,0.00657,0.00963,,,,,,
150100421,3,3,2458335.672944,0.000440,0.000478,0.06196,0.01045,0.01031,0.01117,0.00189,0.00222,,,,,,
150100421,4,1,2458336.067607,0.000045,0.000047,0.15987,0.00349,0.00355,0.00395,0.00016,0.00016,,,,,,
150100421,5,1,2458337.474325,0.000076,0.000068,0.12430,0.00570,0.00623,0.00155,0.00019,0.00017,,,,,,
150100421,5,2,2458337.479414,0.001207,0.000677,0.01372,0.00296,0.00324,0.00626,0.00194,0.00231,,,,,,
150100421,6,1,2458344.705230,0.000077,0.000076,0.07905,0.00395,0.00414,0.00278,0.00026,0.00029,,,,,,
150100421,7,1,2458345.095274,0.000118,0.000120,0.09728,0.01373,0.02550,0.00088,0.00024,0.00023,,,,,,
150100421,9,1,2458349.307006,0.000045,0.000046,0.08735,0.01772,0.02618,0.00082,0.00025,0.00031,,,,,,
150100421,10,1,2458350.711099,0.000200,0.000167,0.02540,0.00449,0.00582,0.00254,0.00074,0.00097,,,,,,
150100421,11,1,2458351.494537,0.000057,0.000071,0.06341,0.01647,0.02956,0.00099,0.00044,0.00067,,,,,,
150100421,11,2,2458351.503402,0.001110,0.001750,0.01890,0.00262,0.00246,0.02413,0.00546,0.00684,,,,,,
150100421,12,1,2458351.883511,0.000320,0.000366,0.01547,0.00352,0.00466,0.00376,0.00131,0.00202,,,,,,
150100421,1,1,2458357.935727,0.000125,0.000107,0.07849,0.01068,0.01705,0.00103,0.00024,0.00029,,,,,,
150100421,2,1,2458363.709418,0.000072,0.000071,0.10172,0.00371,0.00370,0.00336,0.00025,0.00026,,,,,,
150100421,2,2,2458363.716836,0.000251,0.000231,0.04913,0.00261,0.00268,0.01256,0.00122,0.00136,,,,,,
150100421,3,1,2458370.878145,0.000517,0.000697,0.01418,0.00227,0.00263,0.00719,0.00207,0.00279,,,,,,
150100421,4,1,2458373.173560,0.000235,0.000233,0.02961,0.00250,0.00255,0.00495,0.00059,0.00070,,,,,,
150100421,5,1,2458375.043479,0.000065,0.000072,0.05868,0.00614,0.00755,0.00203,0.00035,0.00040,,,,,,
150145456,1,1,2458346.888864,0.000187,0.000181,0.02864,0.00161,0.00160,0.00732,0.00073,0.00078,2.8e+34,2.8e+33,4.1e+33,6.8e+20,6.5e+20,1.2e+22
150145456,1,2,2458346.903687,0.000479,0.000610,0.01000,0.00261,0.00513,0.00505,0.00301,0.00530,8.2e+33,3.7e+33,5.1e+33,3e+20,3e+20,5.4e+21
150145456,1,1,2458364.606951,0.000099,0.000084,0.02052,0.00454,0.00784,0.00115,0.00044,0.00053,3.6e+33,7.1e+32,7.2e+32,2.2e+20,2.1e+20,3e+21
150145456,2,1,2458365.194722,0.000313,0.000568,0.00740,0.00136,0.00170,0.00406,0.00161,0.00271,4.2e+33,1.3e+33,2.2e+33,3.1e+20,2.8e+20,7.6e+21
150145456,3,1,2458366.855353,0.000095,0.000086,0.02660,0.00333,0.00982,0.00139,0.00060,0.00047,5.1e+33,1.4e+33,1.3e+33,2e+20,1.9e+20,3.8e+21
150145456,3,2,2458366.860274,0.000351,0.000377,0.00857,0.00116,0.00143,0.00860,0.00199,0.00213,1.2e+34,3.5e+33,3.4e+33,4.4e+20,4.3e+20,1.1e+22
150145456,4,1,2458376.089231,0.000341,0.000532,0.00676,0.00119,0.00132,0.00423,0.00131,0.00184,4e+33,1.4e+33,1.9e+33,2.3e+20,2.1e+20,2.5e+21
150167319,2,1,2458331.834081,0.001361,0.001560,0.09475,0.01533,0.01512,0.02110,0.00446,0.00496,3.8e+33,1.1e+33,1.1e+33,1.9e+20,1.8e+20,3.9e+21
150167319,2,2,2458331.823192,0.000023,0.000023,1.30592,0.01616,0.01673,0.00316,0.00008,0.00008,8.2e+33,2e+32,1.7e+32,3.6e+20,3.6e+20,8.5e+21
150167319,2,3,2458331.856616,0.002449,0.002223,0.07404,0.01306,0.01317,0.04741,0.01047,0.01186,5.1e+33,1.1e+33,2e+33,3e+20,2.8e+20,4.8e+21
150167319,3,1,2458337.010891,0.000275,0.000217,0.07134,0.01966,0.03807,0.00148,0.00070,0.00092,2.6e+32,8e+31,6.1e+31,5.9e+19,5.5e+19,1.3e+21
150167319,4,1,2458337.212203,0.000051,0.000052,0.51856,0.01167,0.01161,0.00457,0.00020,0.00021,6.1e+33,2.3e+32,1.8e+32,2.6e+20,2.5e+20,4.2e+21
150167319,5,1,2458343.690353,0.000183,0.000185,0.10285,0.01572,0.01980,0.00316,0.00088,0.00113,7e+32,1.6e+32,1.7e+32,1.2e+20,1.1e+20,2.1e+21
150167319,2,1,2458372.245033,0.000778,0.000762,0.19685,0.03629,0.03995,0.03810,0.00708,0.00956,1.4e+34,4.1e+33,7.1e+33,7.7e+20,7.3e+20,2e+22
150167319,2,2,2458372.271434,0.001047,0.001051,0.17960,0.03379,0.04185,0.05782,0.01105,0.01257,1.7e+34,3.2e+33,5.9e+33,3e+20,2.7e+20,6.3e+21
150167319,3,1,2458373.380773,0.000335,0.000406,0.08013,0.01341,0.01677,0.00471,0.00129,0.00164,8.4e+32,1.5e+32,1.8e+32,1.1e+20,9.9e+19,2.9e+21
150167319,4,1,2458375.604179,0.000182,0.000161,0.10354,0.01453,0.01845,0.00244,0.00059,0.00064,5.5e+32,9.8e+31,7.8e+31,6.8e+19,6.2e+19,2.1e+21
150187916,1,1,2458329.121729,0.000321,0.000322,0.00661,0.00049,0.00049,0.00757,0.00118,0.00134,4.2e+34,8.2e+33,8.9e+33,8.9e+20,8.6e+20,2.3e+22
150188736,1,1,2458338.212169,0.000075,0.000082,0.10439,0.00207,0.00214,0.00790,0.00037,0.00038,9e+33,4.1e+32,4.7e+32,3.4e+20,3.3e+20,4.7e+21
150188736,1,2,2458338.217271,0.000151,0.000159,0.04504,0.00281,0.00282,0.00400,0.00044,0.00048,1.8e+33,1.8e+32,2.7e+32,1.2e+20,1.1e+20,2.6e+21
150188736,1,3,2458338.230300,0.000226,0.000214,0.02851,0.00222,0.00240,0.00611,0.00079,0.00089,1.8e+33,2.2e+32,3e+32,1.4e+20,1.3e+20,2.9e+21
150188736,1,1,2458364.772083,0.000214,0.000237,0.01395,0.00238,0.00305,0.00270,0.00063,0.00076,4.8e+32,7.4e+31,7.2e+31,5.5e+19,5.3e+19,1.1e+21
150299548,1,1,2458346.143025,0.000255,0.000342,0.00445,0.00087,0.00100,0.00308,0.00087,0.00131,4.9e+33,8.3e+32,1.3e+33,2.6e+20,2.5e+20,5.2e+21
150299548,1,1,2458356.610808,0.000110,0.000096,0.01298,0.00155,0.00327,0.00160,0.00063,0.00064,7.7e+33,1.6e+33,3.2e+33,3.7e+20,3.4e+20,1.4e+22
150299548,1,2,2458356.615977,0.000839,0.000933,0.00513,0.00078,0.00087,0.01387,0.00292,0.00319,2.5e+34,7.7e+33,5.6e+33,4.1e+20,3.6e+20,7e+21
150299548,3,1,2458369.270374,0.000134,0.000132,0.01215,0.00063,0.00066,0.00448,0.00047,0.00051,2.1e+34,2.1e+33,2.3e+33,6.5e+20,5.9e+20,2.5e+22
150321663,1,1,2458344.851009,0.000101,0.000098,1.04345,0.08822,0.09633,0.00249,0.00032,0.00036,9.2e+32,7.5e+31,7.5e+31,9.5e+19,8.7e+19,3.5e+21
150321663,1,2,2458344.749151,0.000652,0.000755,0.33339,0.05415,0.06844,0.00724,0.00172,0.00218,8e+32,9.4e+31,8.7e+31,4.5e+19,3.8e+19,8.8e+20
150321663,1,1,2458358.105885,0.000086,0.000095,0.89339,0.06481,0.07133,0.00281,0.00031,0.00032,9.8e+32,6.4e+31,7e+31,1.5e+20,1.3e+20,3.3e+21
150321663,2,1,2458371.845767,0.000061,0.000054,1.35845,0.20275,0.27789,0.00115,0.00026,0.00029,5.6e+32,4e+31,5.5e+31,7.3e+19,6.7e+19,2.3e+21
150359500,1,1,2458325.468797,0.000028,0.000025,0.12515,0.00198,0.00201,0.00206,0.00008,0.00007,6.4e+32,2.1e+31,2e+31,8e+19,7.3e+19,3e+21
150359500,1,2,2458325.472220,0.000127,0.000141,0.01654,0.00137,0.00145,0.00364,0.00078,0.00086,1.5e+32,3.1e+31,4.2e+31,1.3e+19,1e+19,2e+20
150359500,2,1,2458325.772382,0.000123,0.000247,0.09816,0.01899,0.04709,0.00040,0.00016,0.00018,1.1e+32,1.1e+31,1.9e+31,1.9e+19,1.7e+19,5.1e+20
150359500,2,2,2458325.779802,0.000756,0.000658,0.00869,0.00105,0.00113,0.01236,0.00425,0.00427,2.8e+32,9.5e+31,8.4e+31,4.7e+19,4.5e+19,7.4e+20
150359500,3,1,2458326.228750,0.000099,0.000076,0.01988,0.00360,0.00610,0.00156,0.00052,0.00067,8.8e+31,1.1e+31,2e+31,2.6e+19,2.4e+19,6.9e+20
150359500,4,1,2458326.909269,0.000281,0.000298,0.01510,0.00130,0.00143,0.00606,0.00094,0.00103,2.5e+32,3.3e+31,3.6e+31,4.3e+19,3.8e+19,1.1e+21
150359500,5,1,2458328.351722,0.000085,0.000100,0.07294,0.00665,0.01022,0.00067,0.00012,0.00011,1.5e+32,9.8e+30,1.1e+31,2.9e+19,2.8e+19,6.3e+20
150359500,6,1,2458328.715963,0.000358,0.000347,0.00679,0.00143,0.00177,0.00337,0.00139,0.00285,7.1e+31,2.7e+31,4.9e+31,1.7e+19,1.6e+19,2e+20
150359500,7,1,2458328.907694,0.000164,0.000141,0.02008,0.00158,0.00209,0.00337,0.00085,0.00079,2.1e+32,3.7e+31,4.4e+31,3e+19,2.9e+19,4.6e+20
150359500,7,2,2458328.912057,0.000073,0.000052,0.03980,0.00590,0.01199,0.00159,0.00057,0.00085,2e+32,4.4e+31,3.8e+31,3.2e+19,3.2e+19,1e+21
150359500,8,1,2458329.759621,0.000018,0.000024,0.07854,0.01072,0.01208,0.00068,0.00013,0.00016,1.5e+32,1.2e+31,1.8e+31,3.6e+19,3.3e+19,9.7e+20
150359500,9,1,2458330.030972,0.000274,0.000312,0.01311,0.00124,0.00133,0.00482,0.00105,0.00134,1.9e+32,3.8e+31,4.5e+31,4e+19,3.7e+19,2.8e+20
150359500,10,1,2458331.194069,0.000069,0.000060,0.04117,0.01098,0.02203,0.00090,0.00041,0.00061,9.3e+31,1.5e+31,2.2e+31,2.7e+19,2.5e+19,7.4e+20
150359500,10,2,2458331.198616,0.000501,0.000485,0.00835,0.00174,0.00214,0.00761,0.00197,0.00260,1.6e+32,5.1e+31,4.5e+31,1.9e+19,1.6e+19,2.6e+20
150359500,11,1,2458331.450143,0.000308,0.000475,0.00967,0.00155,0.00178,0.00407,0.00112,0.00169,9.7e+31,1.8e+31,3.7e+31,2.2e+19,1.9e+19,6.1e+20
150359500,12,1,2458333.172673,0.000103,0.000106,0.02506,0.00177,0.00192,0.00206,0.00026,0.00028,1.5e+32,1.2e+31,1.4e+31,2.7e+19,2.4e+19,3.2e+20
150359500,13,1,2458335.172175,0.000010,0.000012,0.12930,0.01126,0.01220,0.00044,0.00005,0.00006,1.4e+32,6.2e+30,5.7e+30,3e+19,2.8e+19,4.3e+20
150359500,13,2,2458335.162169,0.000097,0.000095,0.02120,0.00153,0.00175,0.00294,0.00044,0.00047,1.8e+32,1.9e+31,2e+31,3.2e+19,3.1e+19,3.2e+20
150359500,14,1,2458335.466838,0.000504,0.000813,0.00559,0.00113,0.00136,0.00459,0.00173,0.00252,8.3e+31,2.5e+31,4e+31,2e+19,1.9e+19,2.3e+20
150359500,15,1,2458335.793039,0.000748,0.000767,0.00624,0.00112,0.00125,0.01038,0.00327,0.00508,1.8e+32,5.4e+31,1.1e+32,5.1e+19,4.8e+19,1.2e+21
150359500,16,1,2458336.181696,0.000047,0.000049,0.03022,0.00222,0.00305,0.00212,0.00038,0.00037,1.7e+32,1.8e+31,2.2e+31,2.7e+19,2.6e+19,3.5e+20
150359500,16,2,2458336.131043,0.000060,0.000058,0.05169,0.00378,0.00553,0.00102,0.00016,0.00015,1.2e+32,1e+31,1e+31,2.2e+19,2.2e+19,4.7e+20
150359500,17,1,2458336.361816,0.000185,0.000147,0.01793,0.00388,0.01138,0.00121,0.00066,0.00099,5.3e+31,1.6e+31,2e+31,1.7e+19,1.6e+19,2.8e+20
150359500,17,2,2458336.368562,0.000460,0.000459,0.01185,0.00128,0.00126,0.01538,0.00201,0.00216,4.9e+32,7.2e+31,8.1e+31,6.1e+19,6e+19,7e+20
150359500,18,1,2458337.289750,0.000297,0.000313,0.00904,0.00076,0.00078,0.00961,0.00170,0.00193,2.4e+32,3.4e+31,5.4e+31,4.2e+19,4e+19,8.3e+20
150359500,19,1,2458338.145334,0.000123,0.000105,0.01674,0.00234,0.00384,0.00161,0.00046,0.00046,7.6e+31,8.9e+30,1.6e+31,2.3e+19,2.1e+19,6.6e+20
150359500,20,1,2458338.384956,0.000542,0.000606,0.00529,0.00067,0.00068,0.00904,0.00207,0.00314,1.3e+32,3.7e+31,3.5e+31,3e+19,2.8e+19,8.6e+20
150359500,21,1,2458339.869077,0.000012,0.000012,0.34356,0.00628,0.00683,0.00197,0.00010,0.00009,2.1e+33,6e+31,6.3e+31,1.3e+20,1.3e+20,2.1e+21
150359500,21,2,2458339.853767,0.000030,0.000029,0.12432,0.00779,0.01383,0.00169,0.00034,0.00030,5.9e+32,6.9e+31,6.1e+31,5.2e+19,5e+19,1.3e+21
150359500,21,3,2458339.875748,0.000061,0.000056,0.07960,0.00878,0.01344,0.00109,0.00026,0.00030,2.3e+32,2.5e+31,4e+31,3.2e+19,3e+19,7.1e+20
150359500,22,1,2458340.731513,0.000037,0.000037,0.07543,0.00852,0.00883,0.00078,0.00011,0.00014,1.6e+32,7.4e+30,9.7e+30,2.7e+19,2.5e+19,2.7e+20
150359500,23,1,2458341.081370,0.000082,0.000075,0.02797,0.00265,0.00363,0.00169,0.00035,0.00036,1.2e+32,1.5e+31,1.2e+31,2.6e+19,2.5e+19,3.7e+20
150359500,23,2,2458341.033565,0.000611,0.000810,0.00647,0.00118,0.00123,0.00575,0.00161,0.00202,1e+32,3.1e+31,3.5e+31,2.3e+19,2.3e+19,3.1e+20
150359500,24,1,2458341.470350,0.000101,0.000082,0.02943,0.00396,0.00658,0.00150,0.00041,0.00043,1.3e+32,1.7e+31,1.6e+31,3.3e+19,3e+19,9.1e+20
150359500,25,1,2458341.648605,0.000044,0.000047,0.05602,0.00221,0.00232,0.00274,0.00021,0.00021,4.3e+32,2.7e+31,1.9e+31,6.6e+19,6e+19,1.6e+21
150359500,26,1,2458342.029097,0.000033,0.000045,0.06302,0.00674,0.00815,0.00096,0.00017,0.00021,1.7e+32,1.2e+31,1.9e+31,4.1e+19,3.8e+19,1.3e+21
150359500,27,1,2458342.668608,0.000451,0.000477,0.00783,0.00109,0.00113,0.00777,0.00169,0.00210,1.5e+32,2.7e+31,3e+31,3.3e+19,3.1e+19,6.1e+20
150359500,28,1,2458343.724685,0.000004,0.000004,0.95245,0.01543,0.01655,0.00094,0.00002,0.00002,2.6e+33,2.1e+31,2.7e+31,2.2e+20,2.1e+20,7e+21
150359500,28,2,2458343.801669,0.000134,0.000266,0.06010,0.00802,0.02165,0.00087,0.00033,0.00026,1.3e+32,1.5e+31,2.6e+31,1.3e+19,1.1e+19,2.3e+20
150359500,29,1,2458344.265255,0.000018,0.000022,0.13181,0.01137,0.01339,0.00072,0.00009,0.00010,2.5e+32,1e+31,1.3e+31,3.7e+19,3.4e+19,3.4e+20
150359500,29,2,2458344.381635,0.000020,0.000021,0.08708,0.00524,0.00573,0.00146,0.00014,0.00016,3.1e+32,1.6e+31,2e+31,1.9e+19,1.6e+19,3e+20
150359500,30,1,2458345.290516,0.000028,0.000027,0.16430,0.00317,0.00367,0.00145,0.00009,0.00008,6.1e+32,3.8e+31,3.4e+31,7.4e+19,6.6e+19,6.4e+20
150359500,30,2,2458345.294397,0.000127,0.000125,0.04552,0.00239,0.00243,0.01077,0.00068,0.00069,1.4e+33,1.5e+32,1.3e+32,4.5e+19,3.9e+19,8.4e+20
150359500,30,3,2458345.256675,0.000121,0.000109,0.01636,0.00188,0.00161,0.00240,0.00060,0.00079,1.2e+32,2.4e+31,2.7e+31,1.7e+19,1.6e+19,2.7e+20
150359500,31,1,2458346.245204,0.000154,0.000156,0.02173,0.00109,0.00107,0.00634,0.00063,0.00068,3.4e+32,2.3e+31,3.4e+31,5.2e+19,4.9e+19,1.1e+21
150359500,31,2,2458346.321279,0.000372,0.000461,0.00633,0.00147,0.00190,0.00364,0.00151,0.00222,6e+31,2.1e+31,2.6e+31,1.5e+19,1.4e+19,2e+20
150359500,32,1,2458346.608975,0.000114,0.000116,0.02120,0.00159,0.00168,0.00233,0.00031,0.00035,1.4e+32,1.2e+31,2e+31,3.4e+19,3.1e+19,9.7e+20
150359500,33,1,2458346.794091,0.000046,0.000040,0.11327,0.01589,0.01826,0.00044,0.00008,0.00010,1.6e+32,9.6e+30,9.1e+30,2.7e+19,2.6e+19,4.6e+20
167207566,3,1,2458377.264966,0.000299,0.000317,0.07812,0.01091,0.01226,0.00470,0.00118,0.00167,,,,,,
150359500,34,1,2458347.947421,0.000430,0.000424,0.00998,0.00212,0.00285,0.00358,0.00119,0.00153,9.2e+31,1.5e+31,2.2e+31,1.9e+19,1.8e+19,2.2e+20
